,Player,Sh,SoT,G/Sh,G/SoT,Cmp,Att_x,Cmp%,Tkl,Tkl,TklW_x,Blocks,Int_x,Tkl+Int,Clr,Err,Touches,Succ,Att_y,Succ%,Fls,Fld,Off,Crs,Int_y,TklW_y,PKwon,PKcon,OG,Won,Lost,Pos,Age,Club,MP,Starts,Min,90s,Gls,Gls,Ast,Ast,G-PK,G-PK,PK,CrdY,CrdR,Team
8,İlkay Gündoğan,5,2,0.0,0.0,150.0,168.0,89.3,3.0,0.0,1,2.0,1,4.0,1.0,0.0,187.0,2.0,2.0,100.0,3,2,1,1,1,1,0.0,0.0,0,3.0,2.0,MF,31.0,1.eng Manchester City,3,3,189.0,2.1,1.0,0.48,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Germany
9,Leon Goretzka,4,1,0.0,0.0,42.0,57.0,73.7,5.0,2.0,3,1.0,1,6.0,0.0,0.0,72.0,0.0,0.0,,4,3,0,1,1,3,0.0,0.0,0,3.0,2.0,MF,27.0,1.de Bayern Munich,3,2,159.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Germany
10,Leroy Sané,3,0,0.0,,47.0,58.0,81.0,1.0,0.0,1,2.0,0,1.0,1.0,0.0,68.0,3.0,6.0,50.0,0,0,0,2,0,1,0.0,0.0,0,1.0,1.0,"FW,DF",26.0,1.de Bayern Munich,2,1,111.0,1.2,0.0,0.0,1.0,0.81,0.0,0.0,0.0,0.0,0.0,Germany
11,Kai Havertz,5,3,0.4,0.67,27.0,34.0,79.4,1.0,0.0,1,0.0,1,2.0,0.0,0.0,46.0,0.0,0.0,,3,0,3,2,1,1,0.0,0.0,0,0.0,2.0,FW,23.0,1.eng Chelsea,2,1,102.0,1.1,2.0,1.76,0.0,0.0,2.0,1.76,0.0,0.0,0.0,Germany
12,Nico Schlotterbeck,0,0,,,110.0,123.0,89.4,4.0,3.0,3,2.0,1,5.0,1.0,0.0,135.0,0.0,2.0,0.0,1,1,0,0,1,3,0.0,0.0,0,2.0,0.0,DF,22.0,1.de Dortmund,2,1,94.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Germany
13,Thilo Kehrer,0,0,,,22.0,29.0,75.9,6.0,3.0,2,1.0,3,9.0,2.0,0.0,43.0,0.0,0.0,,3,0,0,0,3,2,0.0,0.0,0,0.0,0.0,DF,25.0,1.eng West Ham,1,1,69.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Germany
14,Niclas Füllkrug,8,3,0.25,0.67,15.0,24.0,62.5,0.0,0.0,0,0.0,0,0.0,0.0,0.0,38.0,1.0,1.0,100.0,0,1,0,0,0,0,0.0,0.0,0,4.0,5.0,FW,29.0,1.de Werder Bremen,3,0,69.0,0.8,2.0,2.61,1.0,1.3,2.0,2.61,0.0,0.0,0.0,Germany
15,Lukas Klostermann,0,0,,,51.0,52.0,98.1,3.0,2.0,1,0.0,0,3.0,1.0,0.0,56.0,0.0,0.0,,1,0,0,0,0,1,0.0,0.0,0,0.0,0.0,DF,26.0,1.de RB Leipzig,2,0,66.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Germany
16,Mario Götze,1,1,0.0,0.0,21.0,23.0,91.3,1.0,1.0,0,2.0,0,1.0,0.0,0.0,31.0,0.0,2.0,0.0,0,1,0,2,0,0,0.0,0.0,0,0.0,0.0,MF,30.0,1.de Eint Frankfurt,2,0,36.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Germany
17,Jonas Hofmann,1,1,0.0,0.0,16.0,20.0,80.0,0.0,0.0,0,2.0,0,0.0,0.0,0.0,24.0,0.0,1.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0.0,1.0,FW,29.0,1.de M'Gladbach,2,0,30.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Germany
18,Matthias Ginter,0,0,,,3.0,3.0,100.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,3.0,0.0,0.0,,1,0,0,0,0,0,0.0,0.0,0,0.0,1.0,DF,28.0,1.de Freiburg,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Germany
19,Youssoufa Moukoko,0,0,,,1.0,2.0,50.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,2.0,0.0,0.0,,0,0,0,1,0,0,0.0,0.0,0,0.0,0.0,FW,17.0,1.de Dortmund,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Germany
0,Aimen Dahmen,0,0,,,48.0,77.0,62.3,0.0,0.0,0,0.0,0,0.0,2.0,0.0,82.0,0.0,0.0,,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,GK,25.0,1.tn CS Sfaxien,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tunisia
1,Yassine Meriah,1,0,0.0,,139.0,171.0,81.3,4.0,3.0,2,5.0,1,5.0,20.0,0.0,208.0,2.0,4.0,50.0,3,1,0,2,1,2,0.0,0.0,0,5.0,6.0,DF,28.0,1.tn Espérance de Tunis,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tunisia
2,Ellyes Skhiri,2,0,0.0,,109.0,127.0,85.8,10.0,5.0,3,2.0,7,17.0,3.0,0.0,161.0,1.0,3.0,33.3,3,2,0,2,7,3,0.0,0.0,0,1.0,0.0,MF,27.0,1.de Köln,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tunisia
3,Montassar Talbi,1,1,0.0,0.0,118.0,137.0,86.1,2.0,0.0,2,7.0,2,4.0,18.0,0.0,177.0,0.0,1.0,0.0,4,2,0,0,2,2,0.0,0.0,0,8.0,9.0,DF,24.0,1.fr Lorient,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tunisia
4,Aïssa Laïdouni,2,0,0.0,,99.0,123.0,80.5,3.0,1.0,3,7.0,4,7.0,6.0,0.0,156.0,1.0,4.0,25.0,3,6,0,3,4,3,0.0,0.0,0,3.0,1.0,MF,25.0,1.hu Ferencváros,3,3,243.0,2.7,0.0,0.0,1.0,0.37,0.0,0.0,0.0,1.0,0.0,Tunisia
5,Ali Abdi,0,0,,,72.0,116.0,62.1,8.0,3.0,5,1.0,4,12.0,13.0,1.0,152.0,1.0,2.0,50.0,5,0,1,5,4,5,0.0,0.0,0,9.0,5.0,DF,28.0,2.fr Caen,3,2,188.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Tunisia
6,Issam Jebali,3,1,0.0,0.0,25.0,35.0,71.4,3.0,0.0,3,1.0,0,3.0,3.0,0.0,60.0,1.0,2.0,50.0,10,2,1,2,0,3,0.0,0.0,0,2.0,15.0,FW,30.0,1.dk Odense,3,2,182.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tunisia
7,Youssef Msakni,9,2,0.0,0.0,50.0,69.0,72.5,3.0,0.0,1,2.0,0,3.0,1.0,0.0,95.0,4.0,7.0,57.1,0,4,0,2,0,1,0.0,0.0,0,3.0,6.0,"MF,FW",31.0,1.qa Al-Arabi SC,2,2,169.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tunisia
8,Dylan Bronn,1,0,0.0,,75.0,98.0,76.5,4.0,3.0,2,2.0,0,4.0,0.0,0.0,104.0,0.0,0.0,,1,1,0,0,0,2,0.0,0.0,0,2.0,4.0,DF,26.0,1.it Salernitana,2,2,162.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tunisia
9,Anis Ben Slimane,1,1,0.0,0.0,29.0,46.0,63.0,3.0,0.0,1,2.0,1,4.0,1.0,0.0,72.0,0.0,1.0,0.0,0,0,0,8,1,1,0.0,0.0,0,5.0,3.0,MF,21.0,1.dk Brøndby,2,2,148.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tunisia
10,Mohamed Dräger,4,0,0.0,,36.0,50.0,72.0,5.0,4.0,3,0.0,1,6.0,4.0,0.0,70.0,1.0,2.0,50.0,2,1,0,3,1,3,0.0,0.0,0,1.0,1.0,DF,25.0,1.ch Luzern,2,2,132.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tunisia
11,Naïm Sliti,1,0,0.0,,29.0,51.0,56.9,3.0,0.0,1,0.0,0,3.0,1.0,0.0,67.0,5.0,8.0,62.5,0,3,2,13,0,1,0.0,0.0,0,1.0,1.0,"MF,FW",29.0,1.sa Al-Ettifaq,2,1,114.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tunisia
12,Wajdi Kechrida,0,0,,,44.0,69.0,63.8,3.0,1.0,3,3.0,0,3.0,4.0,0.0,77.0,0.0,3.0,0.0,2,0,0,5,0,3,0.0,0.0,0,1.0,2.0,DF,26.0,1.gr Atromitos,3,1,111.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Tunisia
13,Nader Ghandri,0,0,,,27.0,33.0,81.8,2.0,1.0,2,4.0,1,3.0,4.0,0.0,45.0,0.0,0.0,,0,1,1,0,1,2,0.0,0.0,0,2.0,1.0,DF,27.0,1.tn Club Africain,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tunisia
14,Ali Maâloul,0,0,,,39.0,63.0,61.9,1.0,1.0,1,2.0,0,1.0,4.0,0.0,70.0,0.0,0.0,,0,0,0,13,0,1,0.0,0.0,0,0.0,1.0,DF,32.0,1.eg Al Ahly SC,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tunisia
15,Wahbi Khazri,5,3,0.2,0.33,13.0,20.0,65.0,2.0,1.0,0,0.0,0,2.0,0.0,0.0,36.0,0.0,3.0,0.0,1,2,2,2,0,0,0.0,0.0,0,0.0,0.0,"FW,MF",31.0,1.fr Montpellier,2,1,83.0,0.9,1.0,1.08,0.0,0.0,1.0,1.08,0.0,0.0,0.0,Tunisia
16,Mohamed Ali Ben Romdhane,0,0,,,14.0,21.0,66.7,5.0,3.0,4,1.0,0,5.0,0.0,0.0,31.0,1.0,3.0,33.3,1,1,0,1,0,4,0.0,0.0,0,1.0,0.0,MF,22.0,1.tn Espérance de Tunis,1,1,73.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tunisia
17,Ferjani Sassi,1,0,0.0,,25.0,34.0,73.5,2.0,1.0,0,1.0,1,3.0,0.0,0.0,39.0,2.0,3.0,66.7,1,1,0,0,1,0,0.0,0.0,0,2.0,0.0,"MF,DF",30.0,1.qa Al Duhail SC,2,0,48.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Tunisia
18,Taha Yassine Khenissi,1,0,0.0,,2.0,6.0,33.3,0.0,0.0,0,0.0,0,0.0,0.0,0.0,8.0,0.0,0.0,,3,1,0,0,0,0,0.0,0.0,0,1.0,2.0,FW,30.0,1.kw Kuwait SC,2,0,29.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Tunisia
19,Ghaylène Chaalali,0,0,,,3.0,4.0,75.0,0.0,0.0,0,1.0,2,2.0,1.0,0.0,11.0,0.0,0.0,,1,0,0,0,2,0,0.0,0.0,0,1.0,0.0,MF,28.0,1.tn Espérance de Tunis,1,0,17.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tunisia
20,Hannibal Mejbri,0,0,,,2.0,2.0,100.0,1.0,0.0,0,0.0,1,2.0,0.0,0.0,4.0,0.0,0.0,,0,0,0,0,1,0,0.0,0.0,0,0.0,0.0,MF,19.0,2.eng Birmingham City,1,0,11.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tunisia
0,Collins Fai,1,0,0.0,,99.0,146.0,67.8,5.0,3.0,2,2.0,4,9.0,7.0,0.0,169.0,0.0,2.0,0.0,4,4,0,13,4,2,0.0,0.0,0,1.0,1.0,DF,29.0,1.sa Al-Ta'ee,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,Cameroon
1,Nouhou Tolo,0,0,,,83.0,109.0,76.1,8.0,3.0,5,5.0,6,14.0,10.0,0.0,145.0,1.0,5.0,20.0,3,1,0,7,6,5,0.0,0.0,0,4.0,3.0,DF,24.0,1.us Seattle,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Cameroon
2,Andre-Frank Zambo Anguissa,1,1,0.0,0.0,113.0,130.0,86.9,4.0,1.0,0,2.0,5,9.0,2.0,0.0,159.0,4.0,5.0,80.0,6,4,0,2,5,0,0.0,0.0,0,4.0,0.0,MF,26.0,1.it Napoli,3,3,260.0,2.9,0.0,0.0,1.0,0.35,0.0,0.0,0.0,0.0,0.0,Cameroon
3,Eric Maxim Choupo-Moting,3,2,0.33,0.5,44.0,66.0,66.7,4.0,1.0,2,0.0,1,5.0,1.0,0.0,87.0,3.0,8.0,37.5,0,1,1,0,1,2,0.0,0.0,0,11.0,6.0,"FW,MF",33.0,1.de Bayern Munich,3,3,253.0,2.8,1.0,0.36,0.0,0.0,1.0,0.36,0.0,0.0,0.0,Cameroon
4,Bryan Mbeumo,2,2,0.0,0.0,49.0,85.0,57.6,0.0,0.0,0,1.0,1,1.0,2.0,0.0,106.0,1.0,7.0,14.3,1,8,0,12,1,0,0.0,0.0,0,5.0,9.0,"FW,MF",22.0,1.eng Brentford,3,3,233.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cameroon
5,Jean-Charles Castelletto,1,1,1.0,1.0,66.0,82.0,80.5,3.0,0.0,3,2.0,6,9.0,12.0,0.0,109.0,1.0,1.0,100.0,1,1,0,3,6,3,0.0,0.0,0,3.0,1.0,DF,27.0,1.fr Nantes,2,2,180.0,2.0,1.0,0.5,1.0,0.5,1.0,0.5,0.0,0.0,0.0,Cameroon
6,Devis Epassy,0,0,,,57.0,83.0,68.7,0.0,0.0,0,0.0,0,0.0,2.0,0.0,93.0,0.0,0.0,,0,1,0,0,0,0,0.0,0.0,0,2.0,0.0,GK,29.0,1.sa Abha,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cameroon
7,Nicolas Nkoulou,3,1,0.0,0.0,79.0,91.0,86.8,2.0,0.0,0,2.0,5,7.0,8.0,1.0,115.0,0.0,0.0,,2,2,0,0,5,0,0.0,0.0,0,2.0,4.0,DF,32.0,1.gr Aris,2,2,180.0,2.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,1.0,0.0,Cameroon
8,Karl Toko Ekambi,2,1,0.0,0.0,43.0,53.0,81.1,1.0,0.0,1,1.0,2,3.0,0.0,0.0,66.0,1.0,4.0,25.0,0,3,0,3,2,1,0.0,0.0,0,1.0,4.0,"FW,MF",29.0,1.fr Lyon,3,2,166.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cameroon
9,Pierre Kunde,5,2,0.0,0.0,38.0,49.0,77.6,4.0,0.0,2,0.0,4,8.0,4.0,0.0,70.0,0.0,1.0,0.0,3,1,0,4,4,2,0.0,0.0,0,1.0,0.0,MF,26.0,1.gr Olympiacos,2,2,131.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Cameroon
10,Martin Hongla,1,1,0.0,0.0,49.0,61.0,80.3,0.0,0.0,0,2.0,2,2.0,3.0,0.0,73.0,2.0,3.0,66.7,1,1,1,1,2,0,0.0,0.0,0,1.0,0.0,MF,24.0,1.it Hellas Verona,2,2,121.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cameroon
11,Vincent Aboubakar,6,3,0.33,0.67,20.0,31.0,64.5,0.0,0.0,0,0.0,0,0.0,4.0,0.0,50.0,5.0,7.0,71.4,3,2,0,0,0,0,0.0,0.0,0,2.0,3.0,FW,30.0,1.sa Al-Nassr,3,1,142.0,1.6,2.0,1.27,1.0,0.63,2.0,1.27,0.0,2.0,1.0,Cameroon
12,Samuel Oum Gouet,0,0,,,52.0,59.0,88.1,1.0,0.0,1,0.0,0,1.0,3.0,0.0,65.0,0.0,0.0,,0,1,0,1,0,1,0.0,0.0,0,1.0,0.0,MF,24.0,1.be Mechelen,2,1,100.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cameroon
13,Moumi Ngamaleu,0,0,,,21.0,25.0,84.0,3.0,1.0,1,0.0,0,3.0,0.0,0.0,34.0,2.0,4.0,50.0,3,5,0,1,0,1,0.0,0.0,0,0.0,2.0,"FW,MF",27.0,1.ru Dynamo Mosc,2,1,95.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cameroon
14,Enzo Ebosse,0,0,,,34.0,38.0,89.5,4.0,1.0,2,1.0,0,4.0,5.0,0.0,49.0,0.0,0.0,,0,0,0,0,0,2,0.0,0.0,0,2.0,0.0,DF,23.0,1.it Udinese,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cameroon
15,Christopher Wooh,1,0,0.0,,25.0,31.0,80.6,1.0,1.0,0,3.0,1,2.0,6.0,0.0,45.0,0.0,0.0,,2,0,0,0,1,0,0.0,0.0,0,0.0,0.0,DF,20.0,1.fr Rennes,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cameroon
16,André Onana,0,0,,,45.0,59.0,76.3,0.0,0.0,0,0.0,0,0.0,0.0,0.0,60.0,0.0,0.0,,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,GK,26.0,1.it Inter,1,1,80.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cameroon
17,Gaël Ondoua,0,0,,,17.0,19.0,89.5,2.0,1.0,1,1.0,2,4.0,0.0,0.0,25.0,0.0,0.0,,2,1,0,0,2,1,0.0,0.0,0,1.0,2.0,MF,26.0,2.de Hannover 96,2,0,47.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cameroon
18,Georges-Kévin N'Koudou,1,1,0.0,0.0,9.0,12.0,75.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,20.0,0.0,2.0,0.0,1,1,0,2,0,0,0.0,0.0,0,0.0,1.0,"FW,MF",27.0,1.tr Beşiktaş,2,0,27.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cameroon
19,Olivier Ntcham,1,1,0.0,0.0,11.0,12.0,91.7,0.0,0.0,0,0.0,0,0.0,1.0,0.0,14.0,2.0,2.0,100.0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,MF,26.0,2.eng Swansea City,1,0,25.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cameroon
20,Christian Bassogog,0,0,,,5.0,9.0,55.6,0.0,0.0,0,0.0,1,1.0,0.0,0.0,13.0,2.0,4.0,50.0,0,1,0,2,1,0,0.0,0.0,0,0.0,0.0,MF,26.0,1.cn Shanghai Shen,1,0,24.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Cameroon
21,Jerome Ngom Mbekeli,0,0,,,1.0,2.0,50.0,0.0,0.0,0,0.0,0,0.0,1.0,0.0,4.0,0.0,0.0,,0,0,0,2,0,0,0.0,0.0,0,1.0,0.0,MF,23.0,1.cm Colombe Sportive du Dja et Lobo,1,0,5.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cameroon
0,José María Giménez,3,0,0.0,,141.0,174.0,81.0,4.0,2.0,1,6.0,7,11.0,11.0,0.0,213.0,0.0,0.0,,4,3,1,2,7,1,0.0,1.0,0,8.0,3.0,DF,27.0,1.es Atlético Madrid,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Uruguay
1,Sergio Rochet,0,0,,,54.0,78.0,69.2,0.0,0.0,0,0.0,0,0.0,1.0,1.0,88.0,0.0,0.0,,1,0,0,0,0,0,0.0,1.0,0,1.0,0.0,GK,29.0,1.uy Nacional,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Uruguay
2,Federico Valverde,7,1,0.0,0.0,159.0,189.0,84.1,7.0,5.0,4,6.0,5,12.0,1.0,0.0,225.0,1.0,4.0,25.0,6,2,0,7,5,4,0.0,0.0,0,1.0,3.0,MF,23.0,1.es Real Madrid,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Uruguay
3,Mathías Olivera,2,0,0.0,,104.0,133.0,78.2,9.0,4.0,5,9.0,2,11.0,10.0,0.0,178.0,0.0,3.0,0.0,2,3,0,6,2,5,0.0,0.0,0,6.0,4.0,DF,24.0,1.it Napoli,3,3,253.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Uruguay
4,Darwin Núñez,3,1,0.0,0.0,35.0,56.0,62.5,3.0,1.0,2,2.0,0,3.0,2.0,0.0,85.0,0.0,4.0,0.0,2,3,0,4,0,2,0.0,0.0,0,5.0,10.0,FW,22.0,1.eng Liverpool,3,3,240.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Uruguay
5,Rodrigo Bentancur,3,1,0.0,0.0,136.0,160.0,85.0,9.0,3.0,8,3.0,7,16.0,5.0,0.0,197.0,3.0,6.0,50.0,5,3,0,2,7,8,0.0,0.0,0,6.0,3.0,MF,24.0,1.eng Tottenham,3,3,213.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Uruguay
6,Matías Vecino,1,1,0.0,0.0,76.0,106.0,71.7,4.0,1.0,3,6.0,4,8.0,1.0,0.0,130.0,0.0,0.0,,4,0,0,1,4,3,0.0,0.0,0,3.0,3.0,MF,30.0,1.it Lazio,3,2,195.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Uruguay
7,Guillermo Varela,0,0,,,62.0,92.0,67.4,3.0,3.0,2,1.0,3,6.0,1.0,0.0,109.0,0.0,3.0,0.0,3,8,0,7,3,2,0.0,0.0,0,1.0,2.0,DF,29.0,1.br Flamengo,3,2,183.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Uruguay
8,Facundo Pellistri,1,0,0.0,,32.0,46.0,69.6,2.0,1.0,1,1.0,0,2.0,2.0,0.0,66.0,0.0,6.0,0.0,2,2,0,3,0,1,0.0,0.0,0,0.0,6.0,"MF,FW",20.0,1.eng Manchester Utd,3,2,181.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Uruguay
9,Sebastián Coates,1,0,0.0,,76.0,93.0,81.7,1.0,0.0,0,3.0,1,2.0,6.0,0.0,107.0,0.0,0.0,,2,0,0,0,1,0,0.0,0.0,0,7.0,0.0,DF,31.0,1.pt Sporting CP,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Uruguay
10,Diego Godín,1,0,0.0,,87.0,103.0,84.5,0.0,0.0,0,0.0,1,1.0,9.0,0.0,116.0,0.0,0.0,,0,1,0,0,1,0,0.0,0.0,0,8.0,2.0,DF,36.0,1.ar Vélez Sarsf,2,2,151.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Uruguay
11,Luis Suárez,2,1,0.0,0.0,25.0,40.0,62.5,1.0,0.0,0,0.0,0,1.0,2.0,0.0,52.0,2.0,3.0,66.7,0,6,1,0,0,0,0.0,0.0,0,2.0,4.0,FW,35.0,1.uy Nacional,3,2,146.0,1.6,0.0,0.0,1.0,0.62,0.0,0.0,0.0,1.0,0.0,Uruguay
12,Edinson Cavani,3,0,0.0,,27.0,37.0,73.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,44.0,1.0,1.0,100.0,0,1,1,0,0,0,0.0,0.0,0,2.0,1.0,FW,35.0,1.es Valencia,3,1,124.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Uruguay
13,Giorgian De Arrascaeta,3,3,0.67,0.67,32.0,52.0,61.5,3.0,0.0,1,1.0,2,5.0,1.0,0.0,69.0,0.0,1.0,0.0,0,0,0,6,2,1,0.0,0.0,0,0.0,4.0,MF,28.0,1.br Flamengo,2,1,108.0,1.2,2.0,1.67,0.0,0.0,2.0,1.67,0.0,0.0,0.0,Uruguay
14,Martín Cáceres,0,0,,,68.0,79.0,86.1,0.0,0.0,0,0.0,0,0.0,2.0,0.0,83.0,1.0,1.0,100.0,1,0,0,0,0,0,0.0,0.0,0,1.0,0.0,DF,35.0,1.us LA Galaxy,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Uruguay
15,Nicolás De La Cruz,1,1,0.0,0.0,20.0,25.0,80.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,28.0,0.0,1.0,0.0,0,2,0,1,0,0,0.0,0.0,0,0.0,1.0,MF,25.0,1.ar River Plate,2,0,38.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Uruguay
16,Maxi Gómez,2,1,0.0,0.0,5.0,7.0,71.4,0.0,0.0,0,0.0,0,0.0,0.0,0.0,9.0,0.0,0.0,,1,1,0,0,0,0,0.0,0.0,0,2.0,0.0,FW,25.0,1.tr Trabzonspor,2,0,30.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Uruguay
17,Matías Viña,0,0,,,11.0,21.0,52.4,4.0,2.0,3,0.0,0,4.0,0.0,0.0,26.0,1.0,1.0,100.0,1,0,0,2,0,3,0.0,0.0,0,0.0,0.0,DF,24.0,1.it Roma,2,0,17.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Uruguay
18,Agustín Canobbio,0,0,,,5.0,7.0,71.4,1.0,0.0,1,1.0,0,1.0,0.0,0.0,11.0,0.0,0.0,,0,1,0,0,0,1,0.0,0.0,0,0.0,1.0,MF,23.0,1.br Atl Paranaense,1,0,11.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Uruguay
0,Luis Chávez,10,4,0.1,0.25,99.0,139.0,71.2,1.0,1.0,0,6.0,1,2.0,3.0,0.0,171.0,2.0,6.0,33.3,3,8,0,19,1,0,0.0,0.0,0,5.0,5.0,MF,26.0,1.mx Pachuca,3,3,270.0,3.0,1.0,0.33,0.0,0.0,1.0,0.33,0.0,0.0,0.0,Mexico
1,Jesús Gallardo,1,0,0.0,,93.0,134.0,69.4,9.0,3.0,5,5.0,1,10.0,10.0,0.0,167.0,3.0,4.0,75.0,4,1,0,9,1,5,0.0,0.0,0,1.0,0.0,DF,27.0,1.mx Monterrey,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mexico
2,César Montes,1,0,0.0,,159.0,197.0,80.7,6.0,3.0,3,0.0,2,8.0,11.0,0.0,222.0,2.0,2.0,100.0,4,0,0,0,2,3,0.0,0.0,0,7.0,5.0,DF,25.0,1.mx Monterrey,3,3,270.0,3.0,0.0,0.0,1.0,0.33,0.0,0.0,0.0,0.0,0.0,Mexico
